,fullname,gender,birth,hand,tourney_spectators,won_matches,lost_matches,country,minutes,rank,year,bp_save_ratio,svpt_won_perc,ace,df_perc,matches,best_season,best_year,best_surface,percent_won
4291,Jea Moon Lee,M,1993.0,R,4411.0,4,6,KOR,86.11111111111111,871.125,2019.0,0.4932641432641433,0.5619750295307324,2.111111111111111,0.03282801663046965,10,Summer,2017.0,Hard,40
4292,Jean Andersen,M,1988.0,R,4095.0,0,1,RSA,58.0,,2016.0,0.5555555555555556,0.5538461538461539,6.0,0.03076923076923077,1,,,,0
4293,Jean Jacques Rakotohasy,M,1995.0,U,350.0,1,0,MAD,89.0,,2017.0,0.6666666666666666,0.7125,8.0,0.075,1,Winter,2017.0,,100
4294,Jean Thirouin,M,1998.0,U,1867.0,1,1,USA,101.0,626.0,2020.0,0.5416666666666666,0.6103786342123056,3.0,0.030764029749830966,2,Winter,2020.0,Hard,50
4295,Jean Yves Aubone,M,1988.0,R,3002.0,0,1,USA,137.0,600.0,2016.0,0.5,0.5208333333333334,3.0,0.03125,1,,,,0
4296,Jeanette Mireles,F,,U,3025.7,6,4,USA,,,2021.0,,,,,10,Winter,2019.0,Hard,60
4297,Jeannez Daniel,F,1996.0,U,3710.0,0,1,USA,,,2016.0,,,,,1,,,,0
4298,Jeannine Hopfgartner,F,1997.0,U,3527.5,0,4,ITA,,,2017.0,,,,,4,,,,0
4299,Jeevan Nedunchezhiyan,M,1989.0,L,3561.92,9,16,IND,78.6,607.695652173913,2018.0,0.49025318116227207,0.6109122976263781,4.72,0.060906213498994125,25,Winter,2016.0,Hard,36
4300,Jeff Greenwald,M,1967.0,R,4092.0,0,1,USA,97.0,,2018.0,0.7142857142857143,0.5444444444444444,0.0,0.05555555555555555,1,,,,0
4301,Jeffrey John Wolf,M,1998.0,R,6086.921568627451,63,39,USA,93.28865979381443,314.2959183673469,2021.0,0.6098058568156608,0.6599781532327853,8.244897959183673,0.04883424665897656,102,Winter,2019.0,Hard,61
4302,Jeffrey Schorsch,M,1995.0,U,1601.0,1,1,USA,71.0,,2017.0,0.6875,0.5621844273186287,2.5,0.016476215785277703,2,Summer,2017.0,Hard,50
4303,Jekaterina Sagejeva,F,2002.0,U,3095.6666666666665,0,3,LAT,,,2020.0,,,,,3,,,,0
4304,Jelena Jankovic,F,1985.0,R,6377.445945945946,32,42,SRB,103.75675675675676,39.648648648648646,2017.0,0.5454088544705777,0.5655949217742214,2.9452054794520546,0.0506111082005118,74,Summer,2016.0,Hard,43
4305,Jelena Kovac,F,,U,3295.6666666666665,10,11,SRB,,,2020.0,,,,,21,Summer,2019.0,Clay,47
4306,Jelena Kovacevic,F,,U,3316.0,0,2,SLO,,,2021.0,,,,,2,,,,0
4307,Jelena Lukic,F,1997.0,R,2617.7272727272725,10,12,SRB,,1218.111111111111,2019.0,,,,,22,Summer,2016.0,Clay,45
4308,Jelena Marjanovic,F,,U,3761.0,1,1,SRB,,,2019.0,,,,,2,Summer,2019.0,Clay,50
4309,Jelena Ostapenko,F,1997.0,R,6380.893238434163,157,124,LAT,94.75090252707581,37.9644128113879,2021.0,0.4848827397997346,0.5509856204744851,2.8260869565217392,0.08855890849981962,281,Summer,2017.0,Hard,55
4310,Jelena Ristic,F,,U,3114.0,1,1,AUT,,,2021.0,,,,,2,Summer,2021.0,Clay,50
4311,Jelena Simic,F,1992.0,U,2897.061224489796,82,65,BIH,87.375,558.9214285714286,2019.0,0.49910714285714286,0.5496636390192159,1.125,0.06446292101188018,147,Winter,2017.0,Clay,55
4312,Jelena Stojanovic,F,1997.0,R,3158.1119402985073,48,86,AUS,,948.3688524590164,2020.0,,,,,134,Winter,2018.0,Clay,35
4313,Jelle Sels,M,1995.0,U,4608.153153153153,53,58,NED,98.21621621621621,339.5315315315315,2021.0,0.577672690048559,0.6048320338477002,4.842592592592593,0.03657543694380388,111,Summer,2018.0,Clay,47
4314,Jenifer Anger,F,2002.0,U,3208.0,17,10,FRA,,,2021.0,,,,,27,Winter,2021.0,Clay,62
4315,Jenna Dean,F,2000.0,U,3845.0,0,1,USA,,,2018.0,,,,,1,,,,0
4316,Jenna Defalco,F,2002.0,U,3167.279069767442,31,12,USA,,1046.4375,2021.0,,,,,43,Winter,2021.0,Hard,72
4317,Jenna Friedel,F,,U,3081.3333333333335,1,2,USA,,,2016.0,,,,,3,Winter,2016.0,Hard,33
4318,Jennifer Brady,F,1995.0,R,6139.958041958042,164,122,USA,93.37383177570094,89.6958041958042,2021.0,0.573621155791359,0.6086380637148583,4.38785046728972,0.040953393633987055,286,Summer,2019.0,Hard,57
4319,Jennifer Elie,F,1986.0,R,3270.1436170212764,92,96,USA,102.71428571428571,380.781914893617,2020.0,0.4706739688882546,0.5655976161801285,1.7857142857142858,0.0623166174954297,188,Winter,2019.0,Hard,48
4320,Jennifer Gadalov,F,,U,3403.0,1,1,USA,,,2019.0,,,,,2,Summer,2019.0,Hard,50
4321,Jennifer Jussi,F,1997.0,U,3259.0,0,5,SWE,,,2017.0,,,,,5,,,,0
4322,Jennifer Luikham,F,1999.0,R,3287.8607594936707,29,50,IND,,953.0746268656717,2021.0,,,,,79,Winter,2019.0,Clay,36
4323,Jennifer Rink,F,1993.0,R,3410.0,0,3,GER,,,2016.0,,,,,3,,,,0
4324,Jennifer Rosa Dourado,F,2001.0,U,3431.0,4,25,BRA,,,2020.0,,,,,29,Summer,2019.0,Hard,13
4325,Jennifer Ruggeri,F,2003.0,R,3628.1111111111113,13,14,ITA,,,2021.0,,,,,27,Summer,2021.0,Clay,48
4326,Jennifer Sabrina Moreno Rodriguez,F,,U,3486.0,0,1,MEX,,,2020.0,,,,,1,,,,0
4327,Jennifer Timotin,F,1999.0,U,3478.470588235294,9,8,IRL,,,2018.0,,,,,17,Summer,2017.0,Carpet,52
4328,Jennifer Wacker,F,1996.0,U,2859.5,3,11,GER,,,2019.0,,,,,14,Summer,2016.0,Clay,21
4329,Jennifer Zerbone,F,1995.0,L,3231.8571428571427,20,15,FRA,,857.3125,2017.0,,,,,35,Summer,2016.0,Hard,57
4330,Jenny Claffey,F,1990.0,U,2860.0666666666666,9,6,IRL,,784.3333333333334,2016.0,,,,,15,Winter,2016.0,Hard,60
4331,Jenny Duerst,F,1999.0,U,3450.330434782609,62,53,SUI,,788.5,2021.0,,,,,115,Winter,2021.0,Hard,53
4332,Jenny Jullien,F,1991.0,U,3038.0,0,1,FRA,,,2017.0,,,,,1,,,,0
4333,Jenny Stray Spetalen,F,2002.0,U,3257.0,0,2,NOR,,,2019.0,,,,,2,,,,0
4334,Jens Janssen,M,1983.0,U,3439.0,0,1,GER,87.0,,2016.0,0.45454545454545453,0.4647887323943662,1.0,0.04225352112676056,1,,,,0
4335,Jenson Brooksby,M,2000.0,R,5764.014492753623,47,22,USA,104.97101449275362,441.6666666666667,2021.0,0.6553160802879352,0.6284528402848261,2.323529411764706,0.018666973409055546,69,Summer,2021.0,Hard,68
4336,Jeong Moon,F,,U,4049.0,0,2,KOR,,,2019.0,,,,,2,,,,0
4337,Jeong Yeon Choi,F,,U,2284.0,0,1,KOR,,,2019.0,,,,,1,,,,0
4338,Jeongyun Lee,F,1996.0,U,3742.285714285714,6,8,KOR,,,2019.0,,,,,14,Summer,2019.0,Hard,42
4339,Jeremias Rocco,M,1997.0,U,3537.0,0,1,ARG,62.0,,2016.0,0.3333333333333333,0.4423076923076923,0.0,0.057692307692307696,1,,,,0
4340,Jeremy Beale,M,1995.0,L,4212.0,7,9,AUS,77.625,750.3636363636364,2020.0,0.6627761127761127,0.617370196551543,3.3125,0.04860181041025201,16,Winter,2018.0,Hard,43
4341,Jeremy Chardy,M,1987.0,R,5832.989285714286,149,131,FRA,103.63468634686348,62.99285714285714,2021.0,0.585964013176366,0.6502774453514837,8.1875,0.054865359790665896,280,Winter,2018.0,Hard,53
4342,Jeremy Efferding,M,1993.0,U,3488.0,0,1,USA,136.0,1194.0,2016.0,0.4,0.6746987951807228,3.0,0.07228915662650602,1,,,,0
4343,Jeremy Jahn,M,1990.0,R,3855.0714285714284,68,72,GER,94.71851851851852,315.34285714285716,2021.0,0.5819558778861105,0.6124006942964583,3.323529411764706,0.048011581365565666,140,Summer,2018.0,Clay,48
4344,Jeremy Schifris,M,2001.0,U,4604.5,0,2,GER,63.5,,2019.0,0.375,0.5354064039408868,2.0,0.017549261083743842,2,,,,0
4345,Jermine Sherif,F,,U,3177.9,6,4,EGY,,,2021.0,,,,,10,Summer,2021.0,Clay,60
4346,Jeroen Vanneste,M,1993.0,R,5092.208333333333,13,11,BEL,89.0,442.9583333333333,2021.0,0.5104256854256854,0.6038186538372617,2.7916666666666665,0.05990823994134368,24,Summer,2019.0,Clay,54
4347,Jerome Kym,M,2003.0,U,3178.0,0,1,SUI,55.0,1541.0,2021.0,0.4,0.6041666666666666,2.0,0.08333333333333333,1,,,,0
4348,Jerricka Boone,F,1995.0,U,2816.8,5,10,USA,,,2020.0,,,,,15,Winter,2020.0,Hard,33
4349,Jerzy Janowicz,M,1990.0,R,4298.690476190476,49,35,POL,100.11111111111111,244.9375,2020.0,0.6801517155683823,0.6912935435912383,9.28048780487805,0.048711472839397786,84,Winter,2017.0,Hard,58
4350,Jesika Maleckova,F,1994.0,R,3178.863247863248,130,104,CZE,105.0,285.02991452991455,2021.0,0.45754376796043456,0.5472245588198813,2.9473684210526314,0.0528825591903969,234,Summer,2018.0,Clay,55
4351,Jeson Patrombon,M,1993.0,R,753.0,3,8,PHI,110.42857142857143,1315.5,2020.0,0.6714015151515151,0.5975969322241882,2.125,0.037993332079801524,11,Winter,2016.0,Clay,27
4352,Jesper De Jong,M,2000.0,R,3474.046511627907,25,18,NED,94.14285714285714,317.0,2021.0,0.541164092615331,0.6293914337384854,3.4523809523809526,0.037829066445829444,43,Summer,2021.0,Clay,58
4353,Jesse Delaney,M,1999.0,U,5732.0,0,3,AUS,72.66666666666667,1110.5,2020.0,0.49254449254449256,0.48261338669177656,1.0,0.09778719397363465,3,,,,0
4354,Jesse Flores,M,1995.0,R,365.0,0,2,CAN,,1146.0,2020.0,,,,,2,,,,0
4355,Jesse Hollins,F,2001.0,U,3093.0,0,1,USA,,,2016.0,,,,,1,,,,0
4356,Jesse Huta Galung,M,1985.0,R,3297.125,4,4,NED,85.625,408.75,2016.0,0.5820861678004535,0.6050188606176996,5.5,0.04489175841868544,8,Summer,2016.0,Clay,50
4357,Jesse Witten,M,1982.0,R,3287.3333333333335,8,4,USA,77.91666666666667,1177.9166666666667,2018.0,0.45382395382395385,0.6402743291091343,5.5,0.04727796858288072,12,Summer,2016.0,Hard,66
4358,Jessica Bertoldo,F,1992.0,U,3131.1481481481483,11,16,ITA,,,2019.0,,,,,27,Summer,2019.0,Clay,40
4359,Jessica Bouzas Maneiro,F,2002.0,R,3170.178947368421,68,27,ESP,107.0,740.3809523809524,2021.0,0.36363636363636365,0.4895833333333333,0.0,0.09375,95,Winter,2021.0,Clay,71
4360,Jessica Bruehwiler,F,1998.0,U,3808.0,0,1,SUI,,,2016.0,,,,,1,,,,0
4361,Jessica Bruyns,F,2000.0,R,2563.0,0,1,RSA,,,2019.0,,,,,1,,,,0
4362,Jessica Christa Wirahadipoernomo,F,,U,2565.0,0,1,INA,,,2019.0,,,,,1,,,,0
4363,Jessica Crivelletto,F,1998.0,R,3045.86,24,26,SUI,,1030.076923076923,2018.0,,,,,50,Summer,2016.0,Clay,48
4364,Jessica Failla,F,1997.0,U,2867.825,49,31,USA,,854.0338983050848,2021.0,,,,,80,Summer,2021.0,Hard,61
4365,Jessica Fowler,F,2000.0,R,3204.5,10,18,AUS,45.0,,2020.0,0.16666666666666666,0.3783783783783784,0.0,0.10810810810810811,28,Winter,2019.0,Hard,35
4366,Jessica Glavas,F,,U,3629.5,0,2,AUS,,,2020.0,,,,,2,,,,0
4367,Jessica Hinojosa Gomez,F,1997.0,U,2933.2,5,5,MEX,,,2019.0,,,,,10,Summer,2019.0,Hard,50
4368,Jessica Ho,F,1997.0,U,3239.214285714286,58,54,USA,91.0,689.8910891089109,2019.0,0.5,0.43333333333333335,2.0,0.05,112,Summer,2019.0,Clay,51
4369,Jessica Legendre,F,,R,1788.0,0,1,USA,,,2019.0,,,,,1,,,,0
4370,Jessica Livianu,F,1997.0,R,3177.8125,18,14,USA,,809.8888888888889,2021.0,,,,,32,Summer,2019.0,Hard,56
4371,Jessica Luisa Alsola,F,,U,3418.0,0,1,CAN,,,2019.0,,,,,1,,,,0
4372,Jessica Marmorstein,F,2001.0,U,3011.625,3,5,USA,,,2019.0,,,,,8,Summer,2019.0,Hard,37
4373,Jessica Moore,F,1990.0,R,3269.591836734694,17,32,AUS,94.36363636363636,392.61224489795916,2018.0,0.43403805126293166,0.4931669812440475,1.9090909090909092,0.05812381621529031,49,Winter,2016.0,Clay,34
4374,Jessica Pegula,F,1994.0,R,5839.609958506224,145,96,USA,89.73049645390071,185.99170124481327,2021.0,0.5374875241519085,0.5833601324827641,2.58273381294964,0.03765721442236134,241,Summer,2018.0,Hard,60
4375,Jessica Pieri,F,1997.0,U,3523.8489795918367,130,115,ITA,98.45454545454545,297.26938775510206,2021.0,0.4201644723369322,0.4984139171453853,0.22727272727272727,0.02735472826874834,245,Summer,2017.0,Clay,53
4376,Jessica Plazas,F,2002.0,U,3080.9193548387098,21,41,COL,61.0,949.8571428571429,2021.0,0.3464285714285714,0.4357318455679111,0.75,0.07958207548371483,62,Winter,2019.0,Clay,33
4377,Jessica Portwig,F,,U,3409.0,0,1,RSA,,,2021.0,,,,,1,,,,0
4378,Jessica Simpson,F,1995.0,R,3508.0,0,1,RSA,,,2016.0,,,,,1,,,,0
4379,Jessica Wacnik,F,1993.0,U,3192.1041666666665,20,28,USA,77.0,583.7916666666666,2017.0,0.2,0.5192307692307693,3.0,0.1346153846153846,48,Summer,2016.0,Clay,41
4380,Jessie Aney,F,1998.0,U,3002.8606557377047,83,39,USA,,841.964705882353,2021.0,,,,,122,Winter,2021.0,Clay,68
4381,Jessie Culley,F,,U,3230.0,1,2,AUS,,,2020.0,,,,,3,Winter,2020.0,Hard,33
4382,Jessie Jiaxin Gong,F,2000.0,U,3218.0,0,1,CAN,,,2017.0,,,,,1,,,,0
4383,Jessika Ponchet,F,1996.0,U,3962.593625498008,146,105,FRA,92.575,337.59362549800795,2021.0,0.5243968038540407,0.5774224862960955,5.525,0.03860987131059944,251,Summer,2019.0,Hard,58
4384,Jessy Rompies,F,1990.0,R,2734.681818181818,18,26,INA,52.666666666666664,1041.2368421052631,2021.0,0.5555555555555555,0.6328671328671329,2.0,0.04494949494949494,44,Summer,2016.0,Hard,40
4385,Jesus Bandres,M,1991.0,U,383.0,0,1,VEN,176.0,1644.0,2017.0,0.631578947368421,0.5454545454545454,11.0,0.015151515151515152,1,,,,0
4386,Jesus Francisco Felix,M,1980.0,U,2902.0,0,1,DOM,54.0,,2016.0,0.2857142857142857,0.4318181818181818,0.0,0.045454545454545456,1,,,,0
4387,Jhilik Chakma,F,,U,3004.0,0,1,BAN,,,2020.0,,,,,1,,,,0
4388,Ji Ha Kim,M,1993.0,U,3231.5,0,2,KOR,74.5,1763.0,2017.0,0.25,0.47058823529411764,1.5,0.0784313725490196,2,,,,0
4389,Ji Hee Choi,F,1995.0,R,3132.127819548872,70,63,KOR,78.75,532.2631578947369,2021.0,0.48944805194805197,0.45953632712668857,1.25,0.05771579825796693,133,Summer,2016.0,Hard,52
4390,Ji Hee Lee,F,1989.0,U,3084.0,0,3,KOR,,1127.0,2016.0,,,,,3,,,,0
4391,Ji Hoon Son,M,1994.0,U,3768.4666666666667,8,7,KOR,95.28571428571429,902.9333333333333,2019.0,0.5650127650127651,0.5813288064878589,3.0,0.07284795959212313,15,Summer,2018.0,Hard,53
4392,Ji Hyeon Seo,F,,U,3813.0,0,1,KOR,,,2019.0,,,,,1,,,,0
4393,Ji Min Park,F,2000.0,U,2795.6666666666665,0,3,KOR,,,2019.0,,,,,3,,,,0
4394,Ji Sung Nam,M,1993.0,R,5635.727272727273,36,30,KOR,87.35384615384615,380.3333333333333,2021.0,0.5466307563963815,0.6237067707643306,3.3692307692307693,0.04109064749363577,66,Summer,2019.0,Hard,54
4395,Ji Young Seo,F,,U,3904.0,1,2,KOR,,,2019.0,,,,,3,Summer,2019.0,Hard,33
4396,Jia Cheng Zhu,M,1996.0,U,2541.0,0,2,CHN,54.0,,2017.0,0.26666666666666666,0.436046511627907,0.0,0.05734672304439746,2,,,,0
4397,Jia Jing Lu,F,1989.0,R,3884.2661596958174,141,122,CHN,91.9047619047619,216.41444866920153,2021.0,0.5502029594263858,0.536438442907202,2.21875,0.06186829316361284,263,Winter,2019.0,Hard,53
4398,Jia Qi Kang,F,1997.0,R,3178.694610778443,86,81,CHN,107.375,513.0179640718563,2020.0,0.5443033273915628,0.5208904278000741,2.8823529411764706,0.05218324626758533,167,Summer,2017.0,Hard,51
4399,Jia Ren,F,2000.0,U,3405.9411764705883,10,24,CHN,72.0,950.1851851851852,2019.0,0.5555555555555556,0.4523809523809524,0.0,0.07142857142857142,34,Summer,2017.0,Hard,29
4400,Jia Yi Dong,F,,U,3442.0,2,2,CHN,,,2019.0,,,,,4,Summer,2019.0,Clay,50
4401,Jiahe Cai,F,1999.0,U,3480.6,0,5,CHN,,,2019.0,,,,,5,,,,0
4402,Jiahuan He,F,1997.0,U,3111.0,1,10,CHN,,,2019.0,,,,,11,Summer,2019.0,Hard,9
4403,Jiahui Chen,F,1995.0,U,3192.862068965517,22,36,CHN,,775.1176470588235,2019.0,,,,,58,Summer,2019.0,Hard,37
4404,Jiajun Zhang,M,1994.0,U,2422.0,0,1,CHN,38.0,,2017.0,0.45454545454545453,0.375,0.0,0.08333333333333333,1,,,,0
4405,Jiakang Li,F,1999.0,U,3341.6666666666665,3,15,CHN,,1211.6363636363637,2018.0,,,,,18,Summer,2017.0,Hard,16
4406,Jiangxue Han,F,2001.0,U,3289.173076923077,36,16,CHN,,1001.5227272727273,2020.0,,,,,52,Winter,2019.0,Hard,69
4407,Jianhui Li,M,1995.0,U,2819.8,1,4,CHN,73.8,1599.0,2018.0,0.5845959595959596,0.6146497074328824,6.2,0.0532594162892017,5,Summer,2017.0,Hard,20
4408,Jiaqi Duan,M,1995.0,U,5260.333333333333,2,4,CHN,67.5,,2019.0,0.5199074074074075,0.5039839373712801,1.6666666666666667,0.03347620002802663,6,Summer,2016.0,Clay,33
4409,Jiaqi Wang,F,2002.0,U,2649.5,0,2,CHN,,,2019.0,,,,,2,,,,0
4410,Jiatian Qi,F,1999.0,U,3136.6666666666665,8,22,CHN,,1061.0,2019.0,,,,,30,Summer,2019.0,Hard,26
4411,Jiaxi Lu,F,1997.0,U,3242.6068376068374,52,65,CHN,81.0,596.4615384615385,2019.0,0.4080357142857143,0.42962698275791256,1.5,0.08053426649252077,117,Summer,2019.0,Clay,44
4412,Jiaxue Zang,F,1998.0,U,3235.3,2,8,CHN,,1147.0,2018.0,,,,,10,Summer,2017.0,Clay,20
4413,Jiaying He,F,1999.0,L,3365.7391304347825,10,13,CHN,,1193.3333333333333,2019.0,,,,,23,Summer,2019.0,Clay,43
4414,Jiayu Xu,F,,U,3426.6,2,3,CHN,,,2019.0,,,,,5,Summer,2019.0,Clay,40
4415,Jiayun Zhu,F,2001.0,U,3467.714285714286,8,13,CHN,,,2020.0,,,,,21,Summer,2019.0,Clay,38
4416,Jie Cui,M,1997.0,U,5128.517241379311,9,20,CHN,98.62068965517241,890.1851851851852,2019.0,0.4579018682466959,0.5514156892658324,2.4827586206896552,0.03168892035720038,29,Summer,2019.0,Hard,31
4417,Jigyasa Narsinghani,F,,U,3527.6666666666665,1,2,IND,,,2021.0,,,,,3,Winter,2021.0,Hard,33
4418,Jihane Megdiche,F,2002.0,U,2703.0,0,1,TUN,,,2017.0,,,,,1,,,,0
4419,Jiho Lee,M,2000.0,U,3291.0,0,1,KOR,43.0,,2016.0,0.0,0.25806451612903225,0.0,0.12903225806451613,1,,,,0
4420,Jiho Shin,F,,U,3229.71875,14,18,KOR,,,2021.0,,,,,32,Summer,2021.0,Hard,43
4421,Jil Belen Teichmann,F,1997.0,L,4524.658783783784,172,124,SUI,91.63057324840764,160.11186440677966,2021.0,0.5357861178450932,0.5778338102226823,2.302469135802469,0.042939070421075684,296,Summer,2017.0,Clay,58
4422,Jil Nora Engelmann,F,1993.0,R,3535.2,6,19,GER,,1060.16,2017.0,,,,,25,Summer,2016.0,Hard,24
4423,Jillian Louise Roa,F,,U,2974.875,6,10,USA,,,2021.0,,,,,16,Winter,2020.0,Clay,37
4424,Jillian Taggart,F,2001.0,U,3734.0,0,1,USA,,,2017.0,,,,,1,,,,0
4425,Jimar Geraldine Gerald Gonzalez,F,2002.0,R,3006.137931034483,14,15,CHI,,,2021.0,,,,,29,Summer,2021.0,Clay,48
4426,Jimin Kwon,F,2002.0,U,3581.0,0,1,KOR,,,2017.0,,,,,1,,,,0
4427,Jimmy Wang,M,1985.0,R,3288.6,27,23,TPE,80.12765957446808,435.22,2018.0,0.47742052633356985,0.6260545287388103,2.5918367346938775,0.03354462473150201,50,Winter,2016.0,Hard,54
4428,Jin Ju Lee,F,1996.0,U,3381.875,3,13,KOR,64.5,966.0,2019.0,0.4375,0.4253393665158371,0.0,0.04524886877828054,16,Summer,2016.0,Hard,18
4429,Jin Yoo,F,1992.0,U,3186.125,3,5,KOR,,,2018.0,,,,,8,Summer,2016.0,Hard,37
4430,Jin Zhang,F,,U,3424.0,0,1,CHN,,,2019.0,,,,,1,,,,0
4431,Jing Jing Lu,F,1989.0,R,3623.4900662251657,83,68,CHN,101.21212121212122,235.26490066225165,2019.0,0.5146960835393146,0.5368405046402098,1.3333333333333333,0.06979650596064413,151,Summer,2017.0,Hard,54
4432,Jirat Navasirisomboon,M,1997.0,R,1450.357142857143,5,9,THA,76.15384615384616,1151.857142857143,2020.0,0.42064089756397444,0.5463850884550484,1.2857142857142858,0.045966696716105426,14,Summer,2017.0,Hard,35
4433,Jirayu Limpathum,M,,U,2616.0,0,1,THA,55.0,,2016.0,0.5,0.49019607843137253,1.0,0.0784313725490196,1,,,,0
4434,Jiri Jenicek,M,1999.0,R,3225.0,0,1,CZE,72.0,1601.0,2021.0,0.5555555555555556,0.4666666666666667,1.0,0.06666666666666667,1,,,,0
4435,Jiri Lehecka,M,2001.0,R,4148.0,35,22,CZE,97.61818181818182,348.7169811320755,2021.0,0.6278242847687291,0.6336433633383903,4.192982456140351,0.030210694459489543,57,Summer,2021.0,Clay,61
4436,Jiri Vesely,M,1993.0,L,5548.903973509934,165,137,CZE,111.77627118644068,79.47350993377484,2021.0,0.6161781887495773,0.6576266076916591,8.593959731543624,0.047706185111891335,302,Summer,2019.0,Clay,54
4437,Jizel Matos Sequeira Fernandes,F,2001.0,U,2982.5,2,6,GBR,,,2020.0,,,,,8,Winter,2020.0,Clay,25
4438,Jo-Wilfried Tsonga,M,1985.0,R,6157.137055837564,125,72,FRA,109.26804123711341,47.776649746192895,2021.0,0.6574958702342378,0.6912667299836993,9.78061224489796,0.03163027390732861,197,Winter,2019.0,Hard,63
4439,Joana Baptista,F,2001.0,U,3103.1666666666665,1,11,POR,,,2021.0,,,,,12,Summer,2021.0,Hard,8
4440,Joana Eidukonyte,F,1994.0,R,2806.9473684210525,15,23,LTU,75.0,819.925925925926,2019.0,0.3277777777777778,0.41787419569860296,0.5,0.1477589143877182,38,Summer,2019.0,Clay,39
4441,Joana Indio,F,,U,2691.0,0,2,PUR,,,2020.0,,,,,2,,,,0
4442,Joana Schulten,F,,U,2379.0,0,1,GER,,,2021.0,,,,,1,,,,0
4443,Joana Vale Costa,F,1995.0,U,3818.285714285714,2,5,POR,,882.75,2018.0,,,,,7,Summer,2016.0,Carpet,28
4444,Joanna Carswell,F,1988.0,R,3082.4137931034484,10,19,NZL,76.5,944.8181818181819,2018.0,0.43750000000000006,0.41058111289858623,1.75,0.05031202390718387,29,Summer,2016.0,Hard,34
4445,Joanna Dobrowolska,F,1988.0,U,3365.0,1,3,POL,,,2017.0,,,,,4,Summer,2017.0,Clay,25
4446,Joanna Garland,F,2001.0,R,3167.1472868217056,86,43,TPE,78.66666666666667,699.5363636363636,2021.0,0.5095238095238096,0.5476768563209985,2.3333333333333335,0.07933791624006631,129,Winter,2019.0,Hard,66
4447,Joanna Kondratowicz,F,1995.0,U,3804.0,0,1,GBR,,,2018.0,,,,,1,,,,0
4448,Joanna Tomera,F,,U,2624.1304347826085,9,14,FRA,,,2021.0,,,,,23,Summer,2021.0,Hard,39
4449,Joanna Zawadzka,F,1997.0,U,3160.521739130435,41,51,POL,,1034.9444444444443,2021.0,,,,,92,Summer,2019.0,Hard,44
4450,Joanne Zuger,F,2001.0,U,3219.417218543046,92,59,SUI,98.0,582.7333333333333,2021.0,0.375,0.5063291139240507,0.0,0.0759493670886076,151,Summer,2019.0,Hard,60
4451,Joao Domingues,M,1993.0,R,4685.879396984925,91,108,POR,99.31052631578947,208.28140703517587,2021.0,0.5398829326158757,0.5882338783885873,1.528205128205128,0.02102515531675584,199,Summer,2019.0,Clay,45
4452,Joao Gabriel Velloso,M,2000.0,U,3896.0,1,1,BRA,31.0,,2016.0,0.4,0.23529411764705882,0.0,0.0,2,Winter,2016.0,Clay,50
4453,Joao Lucas Reis Da Silva,M,1999.0,R,3707.75,1,3,BRA,122.75,575.0,2020.0,0.6736111111111112,0.6107593473953651,3.0,0.02799305957200694,4,Winter,2020.0,Clay,25
4454,Joao Luiz Carvalho,M,,U,3896.0,0,1,BRA,48.0,,2016.0,0.2857142857142857,0.38095238095238093,1.0,0.30952380952380953,1,,,,0
4455,Joao Marcos Nusdeo,M,1994.0,R,3492.0,0,2,BRA,71.0,1539.0,2020.0,0.4333333333333333,0.47941176470588237,1.0,0.10661764705882354,2,,,,0
4456,Joao Menezes,M,1997.0,R,5290.455621301775,84,85,BRA,104.2111801242236,274.84023668639054,2021.0,0.5520609181140784,0.6153142095529146,3.2181818181818183,0.029011419055675777,169,Summer,2019.0,Clay,49
4457,Joao Monteiro,M,1994.0,U,3406.7727272727275,5,17,POR,104.63636363636364,420.22727272727275,2020.0,0.48518135904499543,0.5551131479061815,2.227272727272727,0.029059983121678214,22,Summer,2018.0,Clay,22
4458,Joao Pedro Alcantara,M,2000.0,U,2422.0,0,1,BRA,57.0,,2016.0,0.42857142857142855,0.46511627906976744,0.0,0.09302325581395349,1,,,,0
4459,Joao Pedro Sorgi,M,1993.0,R,3244.883333333333,60,60,BRA,98.03448275862068,418.30833333333334,2020.0,0.5149633090028717,0.6180616460458929,3.588235294117647,0.04269912943069733,120,Summer,2017.0,Clay,50
4460,Joao Sousa,M,1989.0,R,5438.877622377622,127,159,POR,107.71174377224199,57.03846153846154,2021.0,0.5349152581228767,0.6222164137203283,4.243816254416961,0.02852383477240804,286,Summer,2018.0,Hard,44
4461,Joao Souza,M,1988.0,R,3864.2808988764045,88,90,BRA,104.01775147928994,220.7078651685393,2019.0,0.6150384674762883,0.6518084572938047,5.520710059171598,0.03431962719371344,178,Summer,2016.0,Clay,49
4462,Joao Vitor Prado Festa,M,,U,2728.0,1,1,BRA,61.5,,2016.0,0.125,0.46969696969696967,0.5,0.03956228956228956,2,Winter,2016.0,Clay,50
4463,Joao Walendowsky,M,1995.0,U,2455.0,1,1,BRA,85.0,1397.0,2016.0,0.85,0.6953703703703704,1.0,0.08055555555555555,2,Summer,2016.0,Clay,50
4464,Joaquin Caballer,M,2001.0,U,3302.0,0,1,ESP,53.0,,2017.0,0.2857142857142857,0.45098039215686275,2.0,0.0196078431372549,1,,,,0
4465,Jocelijn Cavero Roeper,F,1997.0,U,3110.5454545454545,1,10,NED,,,2020.0,,,,,11,Summer,2019.0,Clay,9
